M,N,C,a,err_C,execution_time
3,3,0.7558538147201095,"4.244131815783875328e-01
-0.000000000000000000e+00
-0.000000000000000000e+00
9.094568176679738991e-02
-4.163336342344337027e-16
3.334674998115910727e-01
4.244131815783878936e-02
-4.244131815783919182e-02
5.658842421045178206e-01
2.535455370468289726e-02
-6.283519831160544467e-02
7.330773136353968544e-01",0.001868059951303569,-0.015625
